Liczba: 100 Gestosc: 25
284,49
290,981
285,884
291,684
280,305
281,826
281,855
279,021
277,057
307,673
282,113
290,468
289,925
279,442
299,85
290,904
279,618
284,951
283,336
294,176
280,049
288,545
279,615
280,641
284,215
283,823
281,345
278,556
274,148
285,041
278,576
293,294
278,494
279,545
286,247
301,267
301,131
274,018
278,179
278,738
279,12
281,496
278,515
303,132
279,786
275,281
278,402
287,326
284,724
283,116
293,194
277,194
276,122
280,878
275,074
278,892
277,221
278,629
280,842
275,536
286,92
276,336
276,186
276,662
274,557
279,76
276,07
279,383
277,039
279,079
276,743
275,611
284,397
291,269
285,118
282,417
280,264
283,906
275,078
274,461
277,117
275,59
278,326
276,063
282,234
278,451
274,064
277,741
276,934
294,063
281,212
278,77
276,842
278,008

Liczba: 100 Gestosc: 50
1,5721
0,8762
0,8768
0,6353
0,6443
0,6271
0,6265
0,6779
0,6022
0,7586
0,5817
0,5819
1,2051
1,2129
0,6146
0,6086
0,584
0,5744
1,0251
0,6382
0,6131
0,6421
0,5875
0,5867
0,5945
0,6268
0,5861
0,5841
0,5834
0,5959
0,5978
0,5839
0,6071
0,6568
0,5888
0,5847
0,6167
0,6352
0,6256
0,597
0,5978
0,5932
0,5881
0,617
0,594
0,5833
0,5924
0,5885
0,5916
0,5898
0,5848
0,5913
0,5931
0,5922
0,5899
0,6104
0,588
0,5947
0,5933
0,5901
0,6202
0,63
0,6092
0,603
0,5914
0,5955
0,5991
0,614
0,6666
0,6084
0,6088
0,6099
0,6105
0,6523
0,6167
0,6224
0,6197
0,6661
0,6172
0,6272
0,7233
0,7478
0,625
0,6103
0,6189
0,7917
0,6245
0,6842
0,613
0,773
0,6468
0,6283
0,6051
0,6022
0,6207
0,6645
0,6323
0,6165
0,6219
0,625
Liczba: 200 Gestosc: 50
3,4786
2,9377
2,7752
2,6243
2,7637
2,8357
2,69
2,6892
2,7223
2,653
2,5876
2,7253
3,2107
2,8665
2,7117
2,6689
2,9966
2,945
3,0305
2,7668
2,6929
2,7013
2,6527
2,7485
2,7799
2,7469
2,9832
2,6714
2,9819
2,6425
2,7103
2,7708
2,6892
2,8301
2,611
3,2415
2,667
2,7371
2,7049
3,2318
3,2404
2,8663
2,9086
2,7278
2,8377
2,6795
3,1121
2,8033
2,923
2,7487
2,8719
2,9221
2,8747
2,7283
2,7962
3,0472
2,7623
2,9766
2,613
2,7026
2,8731
5,2479
3,5955
2,8893
2,9997
2,7349
3,1494
2,9793
2,7621
3,0795
2,6938
2,8732
2,8856
2,7339
2,8864
2,6518
2,6387
2,7221
2,9316
2,6615
2,7894
3,0213
2,9105
3,5431
3,4398
2,9489
3,3477
2,9877
2,7414
2,6283
2,9126
3,1886
2,627
2,7931
2,6952
2,9575
2,7972
2,976
2,7996
2,762
Liczba: 500 Gestosc: 50
26,0177
25,3492
27,4557
25,8901
24,7589
26,9034
26,5591
25,7248
26,1063
26,7318
25,4182
25,716
25,7805
26,1343
26,326
27,0396
25,8176
25,8357
25,6844
25,5482
25,6134
26,965
25,8813
26,305
27,6077
26,174
26,0871
28,3057
26,492
27,0675
26,8371
27,7268
26,0492
26,3771
27,0429
27,976
25,43
26,3356
25,8566
26,3129
26,3588
25,8038
28,5391
26,523
26,877
27,6018
25,5909
25,8811
26,3433
27,4683
28,1209
26,3029
29,9438
26,5816
26,3444
28,6286
27,1344
29,6528
28,065
27,3743
26,234
28,4588
26,6534
26,7593
27,0654
26,9817
26,4168
28,0102
27,081
26,3348
26,2405
27,2286
26,5163
27,8359
26,9153
26,7606
26,7951
26,6695
26,4226
26,6679
26,6392
25,9022
26,0835
27,1398
26,1581
26,384
27,9617
26,2751
33,1811
28,3711
26,5693
29,9088
29,6713
27,0394
26,2499
29,8424
27,7017
26,1036
28,2805
26,433
Liczba: 1000 Gestosc: 50
129,159
132,202
130,672
131,456
133,766
131,439
129,945
129,389
131,098
131,92
130,451
130,684
131,219
131,758
132,83
131,107
131,385
132,408
130,11
132,126
130,438
131,966
130,901
134,116
129,314
131,791
132,65
129,878
130,724
134,416
131,975
131,339
129,993
132,76
128,544
130,798
131,966
129,942
130,787
129,967
132,997
130,013
129,649
132,555
129,417
132,76
130,932
136,85
131,36
131,695
133,233
131,729
131,976
131,472
132,819
131,849
129,904
133,736
131,38
129,498
131,787
134,558
131,28
132,272
130,287
132,115
130,337
130,884
132,743
129,568
131,782
132,109
131,723
131,259
129,318
136,698
131,639
131,716
131,673
130,216
133,493
130,16
134,527
134,288
130,616
133,389
130,461
132,659
130,712
138,718
132,499
130,534
132,49
130,984
138,095
132,92
135,248
132,665
130,595
133,25
Liczba: 2000 Gestosc: 50
594,755
610,364
607,805
603,356
601,411
608,439
604,097
610,66
609,326
609,278
602,595
603,21
601,255
606,495
607,593
611,11
612,814
606,131
603,938
605,849
604,879
608,427
609,088
607,729
606,052
603,009
624,479
652,136
624,412
621,358
638,554
615,589
618,953
613,069
611,618
610,629
609,974
635,571
624,997
624,261
626,898
605,618
629,846
621,382
644,777
604,554
607,132
610,408
614,243
609,797
610,587
643,516
616,315
612,299
611,556
608,602
610,783
613,185
637,073
633,553
626,564
613,954
683,384
631,841
632,09
616,658
627,187
647,13
649,118
633,775
636,327
612,984
627,025
621,925
631,418
611,544
652,164
640,461
653,902
677,442
626,174
624,213
615,348
615,52
616,906
620,646
618,047
651,676
633,36
663,966
624,303
611,068
630,962
656,629
635,266
642,139
657,725
659,676
620,671
635,065

Liczba: 100 Gestosc: 75
0,987
0,8782
0,8823
0,8905
0,8793
0,8935
0,8802
0,8911
0,8986
0,9493
0,912
0,8837
0,8872
0,8797
0,8921
0,8916
0,9744
0,9713
0,9155
0,926
0,8943
0,8968
0,8964
0,8856
0,9122
0,8837
0,883
0,8958
0,8862
0,9312
0,8961
0,9021
0,8985
0,8895
0,919
0,9749
0,9033
0,9078
1,11
0,9788
0,9118
0,9737
0,9121
0,967
0,922
0,9228
0,9348
1,011
0,9181
0,957
0,9285
0,905
0,9157
0,9481
0,9144
0,9072
0,9163
0,9109
0,9231
0,9045
0,9071
0,908
0,908
0,9141
0,9143
0,9149
0,9316
0,935
0,9473
0,9364
0,9287
0,9883
0,9461
0,928
0,9316
0,9273
0,93
0,976
1,0128
0,9804
0,9895
0,9706
0,9434
0,95
0,961
0,9481
0,9446
0,9466
0,9369
0,9491
0,988
0,9522
0,9466
0,9468
0,9363
1,3824
1,4111
0,9955
0,9439
0,9671
Liczba: 200 Gestosc: 75
5,0493
4,9485
5,0016
4,707
8,6159
4,8374
4,8115
4,5166
4,685
4,7705
4,1661
4,666
4,4932
4,2226
4,6418
4,4545
5,7427
5,3164
4,7444
5,6287
4,8562
4,7013
4,859
4,7172
4,4599
4,8125
4,8461
4,3586
5,4834
4,6831
4,2
4,7404
4,5334
5,1965
4,8034
5,1567
4,9395
4,725
4,6062
4,7343
4,6655
4,4619
4,8512
4,6829
4,3678
5,137
5,5168
5,0663
5,9465
5,2727
5,1184
4,9171
4,7881
4,8808
4,9802
4,5722
5,1425
4,8082
4,6276
5,0896
4,665
4,671
6,1656
5,1931
4,7482
4,7124
4,8053
4,788
5,0536
4,5794
5,1995
5,4448
4,9811
5,067
4,5494
5,1288
5,1112
5,0328
4,7539
4,8073
4,7254
4,8118
4,8724
4,3766
4,943
4,6082
4,4217
5,3066
4,8407
4,8112
4,8097
5,8329
4,8808
5,3054
4,8886
4,6213
5,0373
4,5227
4,8273
5,2525
Liczba: 500 Gestosc: 75
44,1967
43,8031
45,0357
45,3257
44,2466
44,4247
43,7252
44,7119
43,4107
43,9187
46,323
43,6147
44,6517
45,0869
43,9126
44,0795
43,5157
46,1153
44,1266
45,3287
45,4007
44,7072
44,2595
44,8536
43,9996
44,2709
45,2002
46,8511
44,1552
45,7329
44,6074
45,4192
46,9113
47,2046
44,6101
45,7239
45,0533
45,6446
44,4333
48,4098
44,1429
45,6314
46,1883
46,0757
44,4865
45,1783
44,7932
44,6658
44,6474
45,0012
44,5575
44,2402
44,2167
45,7994
44,259
46,2918
46,3798
46,321
44,0096
45,3339
44,1464
44,6183
44,8316
46,5529
45,9794
45,9417
45,3929
44,9202
44,6017
44,8215
44,1668
47,2797
44,402
44,8864
45,1059
45,0428
44,7875
44,5477
45,2767
44,6473
45,252
45,1562
46,8024
44,3423
47,7946
45,373
46,2783
44,6308
46,4844
44,8163
46,9392
44,3732
46,9982
45,5313
48,7049
45,1983
45,7319
45,1173
45,8704
44,7324
Liczba: 1000 Gestosc: 75
206,431
205,355
205,781
208,146
206,828
205,992
205,249
206,533
207,75
205,826
209,484
205,15
214,493
205,601
210,34
209,277
212,663
206,757
203,315
215,315
207,351
210,216
206,122
205,52
204,992
205,703
209,343
205,758
207,648
207,02
209,009
208,7
208,899
207,128
205,207
206,343
206,379
210,317
206,476
208,794
214,276
205,74
210,741
205,362
211,802
213,919
208,169
205,287
206,637
207,997
205,875
210,569
209,064
210,326
205,142
210,456
209,469
205,904
209,938
205,635
207,046
206,067
209,357
205,844
204,775
209,257
204,909
208,701
209,192
208,415
208,785
209,584
207,081
204,883
210,258
206,307
213,213
205,584
210,496
205,367
206,392
209,247
207,723
210,532
213,228
210,421
207,671
210,556
207,727
206,76
208,792
206,393
213,7
208,211
210,164
207,952
207,518
207,963
207,034
208,472
Liczba: 2000 Gestosc: 75
939,293
961,949
984,342
966,037
959,992
966,971
962,975
965,425
967,951
968,942
964,257
967,955
972,677
966,904
962,002
973,751
964,663
969,583
976,345
965,219
963,326
963,848
967,494
971,292
984,424
966,426
965,3
972,334
968,729
970,361
972,705
978,705
962,624
970,112
968,318
968,464
970,786
967,737
963,059
985,834
969,588
966,396
969,386
970,549
966,94
979,102
972,283
970,978
976,12
971,819
976,095
980,88
971,1
968,14
972,415
974,213
970,456
973,125
979,982
967,407
976,89
977,715
970,172
972,04
971,054
1048,66
976,433
984,98
1028,78
986,197
972,028
966,336
970,345
979,34
967,436
975,676
975,811
968,732
980,602
968,431
968,041
986,921
975,088
975,069
985,358
980,826
972,55
986,404
969,8
971,473
972,304
969,56
975,401
1106,45
979,407
972,965
981,481
1022,05
1007,36
1031,53

Liczba: 100 Gestosc: 100
1,3036
1,2525
1,2163
1,2088
1,1886
1,2182
1,2057
1,2168
1,2227
1,2349
1,2095
1,2429
1,2083
1,1905
1,2206
1,218
1,1905
1,2101
1,3863
1,2342
1,2037
1,244
1,1981
1,2296
1,3898
1,2828
1,2853
1,2184
1,2344
1,2168
1,1919
1,1949
1,2013
1,2581
1,2145
1,2395
1,5612
1,2831
1,2212
1,2269
1,5146
1,5922
1,4359
1,4697
1,2773
1,3087
1,3499
1,3054
1,2879
1,258
1,2486
1,2427
1,2355
1,3889
1,3215
1,2938
1,2845
1,2896
1,2492
1,2431
1,2618
1,2727
1,2929
1,2802
1,4396
1,283
1,2653
1,2801
1,2777
1,2887
1,2778
1,69
1,2929
1,3177
1,2665
1,2679
1,2668
1,2666
1,3484
1,2975
1,2377
1,2683
1,4319
1,2977
1,2767
1,4329
1,2929
1,6109
1,2737
1,5004
1,6424
1,3049
1,3024
1,2493
1,2766
1,2533
1,2885
1,2738
1,2649
1,2915
Liczba: 200 Gestosc: 100
7,1366
7,3541
6,8245
7,4708
7,244
8,0512
6,986
7,1228
6,9898
7,3844
6,8712
7,178
6,89
7,3475
8,4958
7,1601
7,4099
7,4029
6,9637
7,7001
6,9986
7,1707
6,8198
6,9881
8,1938
7,8644
7,1333
7,2387
7,3993
7,2989
6,8813
7,226
7,2213
7,1441
7,6741
13,336
8,603
7,7107
7,4137
8,23
7,8701
7,4963
7,6988
7,5611
7,0018
8,2763
7,5663
7,5196
6,9568
7,2986
7,2608
7,1903
7,2245
7,367
7,1266
7,3125
7,0466
8,023
6,8139
6,8015
6,6992
6,9644
7,0686
6,5828
6,898
7,5881
6,6129
6,5056
6,6012
6,8198
6,7152
6,5435
6,4897
6,5548
6,6207
6,5208
7,0985
6,6427
6,9036
6,7399
6,7584
6,6513
6,4542
6,8817
6,5267
6,9315
7,0662
8,458
7,2118
6,5961
7,1311
10,2472
7,1158
8,1717
6,7865
6,9338
8,9627
6,8087
7,16
6,684
Liczba: 500 Gestosc: 100
61,6132
61,7226
62,4084
61,0753
60,9186
63,026
62,1789
61,9546
65,0479
61,1251
60,8518
62,3671
61,9738
61,6018
62,0124
62,0157
62,3371
62,1119
62,9195
63,153
63,5198
63,1573
60,7383
63,7973
62,9908
62,517
62,4337
68,1426
61,95
61,5788
63,3755
62,8102
62,8806
63,0688
67,5582
61,4493
62,3158
65,6318
62,1777
61,925
64,545
62,2357
61,9999
61,8596
62,659
64,5286
62,4781
68,7901
62,1611
62,4903
63,7373
61,8598
61,8547
62,4567
62,8629
62,6289
63,7797
68,6791
61,6616
62,3401
63,1492
62,1179
62,2343
62,5924
63,2388
62,7919
62,5561
65,4883
63,7171
62,5101
64,5346
64,94
62,2542
63,5514
63,1617
62,4615
62,5726
66,413
62,743
62,171
64,9588
61,6979
62,6546
64,7253
64,8798
62,1991
63,5546
67,7575
62,5411
64,3101
64,3976
63,8223
63,013
64,5455
63,503
61,9288
62,7556
63,6664
65,6781
62,6221
Liczba: 1000 Gestosc: 100
285,221
292,497
287,228
286,104
283,877
283,924
287,447
287,849
292,643
287,406
285,438
284,731
284,839
296,632
290,643
284,731
284,586
285,402
288,138
289,019
288,952
283,323
286,186
288,073
292,191
291,151
287,119
292,324
286,822
286,369
291,288
286,296
291,436
286,238
286,476
288,993
287,2
285,166
285,522
297,008
290,279
291,725
286,863
289,289
292,648
289,821
292,479
288,817
291,736
295,983
290,509
294,658
287,772
289,586
287,81
287,804
296,714
285,219
287,568
284,665
286,709
290,219
285,513
290,622
285,375
294,093
295,169
288,512
288,008
284,952
295,379
289,777
286,027
289,95
288,834
290,488
286,085
297,038
292,878
287,412
291,238
288,589
288,817
297,684
290,818
289,153
287,304
290,442
290,277
296,492
290,653
288,376
285,89
288,219
288,06
290,607
290,118
288,572
291,19
288,901
Liczba: 2000 Gestosc: 100
1311,97
1356,74
1338,19
1350,4
1338,78
1341,93
1338,2
1338,09
1338,96
1340,96
1332,86
1336,41
1337,01
1337,25
1341,42
1344,08
1345,46
1350,52
1357,09
1344,76
1333,64
1365,37
1347,85
1345,99
1341
1338,54
1338,59
1347,15
1349,13
1348,74
1344
1342,21
1381,46
1348,39
1351,54
1341,71
1345,51
1340,32
1341,86
1346,16
1344,53
1343,36
1452,12
1396,19
1404,04
1396,63
1401,89
1399,08
1415,54
1354,42
1341,1
1345,8
1355,67
1343,06
1342,02
1359,43
1352,9
1352,22
1351,79
1349,42
1350,43
1354,87
1347,84
1353,28
1341,77
1347,93
1350,32
1353
1343,41
1348,59
1363,33
1354,78
1346,53
1358,14
1353,68
1346,37
1353,08
1353,49
1359,23
1365,94
1358,57
1739,33
1440,89
1413,45
1429,88
1445,72
1368,29
1359,64
1382,25
1357,74
1357,72
1419,02
1368,23
1371,69
1374,58
1437,07
1442,17
1444,44
1437,47
1400,53

