Liczba: 100 Gestosc: 25
0,3103
0,3112
0,3092
0,3076
0,307
0,3146
0,3162
0,3034
0,32
0,3066
0,3142
0,3148
0,4552
0,3145
0,3086
0,3122
0,3048
0,3059
0,3066
0,3063
0,309
0,3155
0,309
0,4006
0,355
0,3138
0,302
0,3062
0,3067
0,3084
0,3108
0,3131
0,3171
0,3105
0,3182
0,3044
0,3032
0,3054
0,3217
0,3039
0,5288
0,3123
0,3097
0,309
0,3141
0,3074
0,3121
0,308
0,3045
0,3387
0,3201
0,3079
0,3413
0,3145
0,3028
0,4103
0,5223
0,5224
0,5222
0,3187
0,3088
0,3083
0,3209
0,3156
0,3011
0,3076
0,3096
0,3243
0,3169
0,3049
0,3067
0,3109
0,3147
0,3017
0,3005
0,302
0,3052
0,3106
0,3215
0,322
0,3217
0,335
0,3234
0,3365
0,3154
0,3077
0,3241
0,3312
0,3162
0,3171
0,4233
0,3356
0,5227
0,5315
0,5648
0,3113
0,4027
0,5309
0,3487
0,3176
Liczba: 200 Gestosc: 25
1,5335
1,3205
1,3243
1,4892
1,3843
1,3598
1,4296
1,3851
1,336
1,5747
1,5688
1,4455
1,4092
1,3997
1,3319
1,3662
1,3098
1,4964
1,3869
1,2972
1,3249
1,3269
2,1815
2,2388
2,2874
1,8375
2,1876
1,7503
1,9526
1,4975
1,4682
2,4888
1,4891
1,4982
1,3942
2,2405
1,4761
2,6293
2,4159
2,145
1,6484
2,8277
1,9415
1,7875
2,3912
2,5036
2,3734
1,6637
2,3607
1,5716
1,6456
1,6416
2,4591
2,3958
1,5981
1,5174
1,5227
2,3892
2,5135
1,6201
1,533
1,6356
2,0896
1,5308
1,4627
2,4279
2,3223
2,1929
1,4766
2,0808
1,8189
2,0781
1,5717
1,6371
1,6644
2,3372
1,907
2,3595
1,5691
1,4232
1,3735
1,41
1,3229
1,3072
1,3735
1,3616
1,3445
1,3808
1,3626
1,296
1,303
2,3682
2,3727
5,2563
1,6592
1,4838
2,3597
2,3136
1,9953
1,6798
Liczba: 500 Gestosc: 25
10,5196
11,0272
11,0358
10,8176
10,5309
11,1964
13,6464
12,0193
10,7908
11,4524
11,2529
11,0807
11,8713
12,2368
10,9108
11,6948
11,2487
11,2188
10,7985
13,0284
11,7776
11,7737
11,4127
11,7845
11,8016
12,1057
11,9454
10,6435
11,3076
13,8723
10,7762
10,9396
12,7807
11,1725
11,0278
11,615
11,1902
11,2556
13,3153
11,5578
11,0818
11,3296
10,8168
10,8228
11,1857
12,1407
11,311
10,6836
11,4264
11,3609
10,7975
10,8497
13,4644
12,1975
11,1102
10,7677
11,2795
11,3992
11,5238
11,2413
11,1014
12,5058
14,1528
11,2972
10,8437
12,6682
11,6414
11,3471
10,7782
11,1656
12,8654
11,9934
12,4082
11,0209
11,8321
12,155
11,7307
10,836
12,0387
12,046
11,1165
11,044
10,7025
11,2826
11,1639
12,7688
11,0241
11,5725
11,7749
11,5825
11,1297
11,6147
12,4106
11,9088
11,291
12,0274
11,4996
11,6666
14,4613
11,8315
Liczba: 1000 Gestosc: 25
74,0604
61,244
65,1952
62,9354
62,8128
70,9355
67,1637
64,4156
